cod_provin;provincia;cod_canton;canton;15/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;21/03/2020;22/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;28/03/2020;29/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;04/04/2020;05/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;10/04/2020;11/04/2020;12/04/2020;13/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;18/04/2020;19/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;25/04/2020;26/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;01/05/2020;02/05/2020;03/05/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;08/05/2020;09/05/2020;10/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;16/05/2020;17/05/2020;18/05/2020;19/05/2020;20/05/2020;21/05/2020;22/05/2020;23/05/2020;24/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;30/05/2020;31/05/2020;01/06/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;06/06/2020;07/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;13/06/2020;14/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;20/06/2020;21/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;27/06/2020;28/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;04/07/2020;05/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;11/07/2020;12/07/2020;13/07/2020;14/07/2020;15/07/2020;16/07/2020;17/07/2020;18/07/2020;19/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;25/07/2020;26/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;01/08/2020;02/08/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;08/08/2020;09/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;15/08/2020;16/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;22/08/2020;23/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;29/08/2020;30/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;05/09/2020;06/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;12/09/2020;13/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;19/09/2020;20/09/2020;21/09/2020
2;Alajuela;207;Palmares;0;0;0;0;0;0;0;0;1;1;1;1;1;5;6;5;6;6;7;7;8;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;14;14;14;16;18;18;27;28;32;36;37;37;39;40;42;46;49;49;49;55;56;56;56;56;57;61;61;62;62;63;64;66;67;67;68;73;76;82;86;88;96;96;98;100;106;107;109;109;115;122;123;125;128;132;135;142;146;158;162;174;182;183;192;204;206;210;215;223;229;238;245;245;251;253;257;268;274;280;286;295;301;307;319;325;329;335;337
2;Alajuela;208;Poás;1;1;1;2;4;4;5;5;5;5;5;5;6;6;6;6;6;6;6;6;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8;9;9;9;9;9;9;9;9;11;12;13;14;14;14;14;14;15;15;16;16;16;16;16;16;16;18;18;18;18;19;19;21;22;24;26;26;26;32;37;38;44;47;47;48;50;51;53;54;57;60;62;64;66;69;75;78;81;83;86;91;94;95;95;99;100;100;103;105;108;111;118;122;127;128;132;132;140;159;165;171;174;182;197;202;203;209;212;215;219;222;226;230;240;250;254;265;271;280;284;286;291;296;305;313;321;323
2;Alajuela;216;Río Cuarto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;4;4;4;4;4;4;5;6;6;6;6;7;7;8;8;12;12;14;14;14;18;18;18;18;18;20;20;23;24;25;27;29;32;32;33;38;40;46;49;56;59;68;92;100;100;108;118;128;134;148;149;154;158;169;176;185;187;193;195;196;216;222;250;258;262;265
2;Alajuela;210;San Carlos;0;0;0;0;0;2;2;2;3;5;5;6;8;8;8;10;8;9;11;10;11;16;17;19;22;24;28;28;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;31;29;29;29;30;30;30;30;30;30;30;30;30;30;30;30;30;31;31;31;31;31;32;33;33;35;36;41;44;44;51;55;59;68;71;74;101;108;115;147;152;157;164;185;188;196;201;206;205;207;225;232;235;245;247;253;255;256;260;259;259;263;276;286;289;289;298;300;307;310;313;319;322;332;335;336;340;357;365;372;377;390;398;404;417;425;441;451;450;472;490;491;503;515;518;530;539;569;584;588;617;638;645;661;670;682;699;705;724;761;777;807;832;854;869;895;971;994;1037;1078;1096;1113;1159;1208;1249;1289;1323;1368;1382;1399;1472;1510;1555;1614;1643;1665;1687;1720;1789;1838;1893;1956;1979
2;Alajuela;204;San Mateo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;7;7;7;7;7;7;7;8;8;8;9;9;9;9;9;9;9;9;9;9;10;12;12;12;12;12;13;13;13;13;14;16;17
2;Alajuela;202;San Ramón;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;4;4;6;7;7;7;8;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;14;14;14;14;14;14;15;16;16;16;16;17;17;17;17;17;17;17;18;18;18;18;19;19;27;31;33;43;43;43;43;48;52;54;56;61;61;61;72;101;115;119;121;122;122;122;122;123;124;124;125;126;127;127;129;128;130;131;133;135;135;147;152;157;160;163;166;169;170;178;179;183;187;187;193;198;203;207;210;211;212;212;215;217;226;228;231;233;239;242;245;251;268;276;280;287;291;295;298;301;305;307;317;328;331;332;337;341;347;351;359;362;367;386;399;410;421;429;443;455;464;475;486;494;498;508;514;517;530;536;559;568;575;592;597;608;611;626;641;647;658;669
2;Alajuela;212;Sarchí;0;0;0;0;0;0;0;0;0;0;0;2;3;4;4;4;3;3;3;4;4;4;4;4;4;4;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;13;13;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;92;9;9;9;10;11;13;15;15;17;17;17;19;20;21;21;21;26;26;28;29;30;32;32;32;32;32;32;32;33;33;33;34;36;36;39;39;39;42;42;42;43;43;43;43;45;45;46;47;49;49;49;49;51;52;53;54;54;54;58;62;63;66;66;66;67;74;75;80;81;82;84;84;87;88;93;95;101;101
2;Alajuela;213;Upala;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;9;10;10;16;23;25;28;29;42;45;47;46;46;46;50;54;55;59;60;58;59;62;76;76;78;78;85;86;87;89;91;9;109;108;108;111;113;113;114;115;116;117;118;117;117;118;122;121;119;119;119;119;119;120;120;120;120;119;119;120;121;119;119;119;121;121;121;122;123;124;128;128;130;131;131;131;134;135;135;135;137;138;145;148;151;153;161;164;164;173;175;175;175;177;179;179;183;186;186;188;189;191;194;194;197;202;207;212;214;220
2;Alajuela;211;Zarcero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;4;5;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;17;19;18;18;18;18;18;18;18;19;21;23;23;24;24;24;26;27;29;30;30;32;32;32;35;35;35;35;35;35;37;37;38;38;38;38;38;40;44;44;45;45;53;56;58;78;78;82;82;95;98;109;120;122;122;122;127;134;143;153;153;153
3;Cartago;306;Alvarado;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;4;4;4;4;5;5;6;6;7;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;10;10;12;15;16;21;19;20;23;24;24;24;25;25;25;26;26;26;29;32;35;36;39;39;40;41;44;47;47;49;50;51;51;51;54;55;55;57;59
3;Cartago;301;Cartago;0;0;1;3;4;4;4;4;4;4;4;5;5;5;5;5;5;6;6;8;7;7;8;9;11;12;12;13;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;19;19;19;19;19;19;19;19;20;20;20;20;20;20;21;22;22;23;22;22;22;22;22;24;24;24;25;25;27;30;30;32;34;34;35;35;39;41;45;46;49;49;56;61;66;70;72;74;79;80;86;89;93;102;106;109;120;138;141;151;153;164;172;177;182;191;196;199;204;214;218;218;227;239;243;253;260;268;285;294;301;304;313;320;334;348;362;380;393;409;419;436;454;484;509;530;542;563;584;610;642;670;685;698;716;759;785;801;837;856;891;902;927;956;997;1011;1026;1035
3;Cartago;308;El Guarco;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;8;8;9;9;9;9;10;10;10;11;12;13;13;15;15;16;17;17;17;18;22;22;22;23;24;24;24;27;27;27;29;30;31;33;39;39;44;46;48;51;54;55;56;56;56;56;58;61;62;66;66;68;69;70;71;73;76;77;79;81;81;85;91;96;100;105;109;111;117;130;145;149;150;156;160;167;168;173;188;194;198;209;217;224;237;249;254;259;266;270;278;291;295;310;315
3;Cartago;304;Jiménez;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;4;5;5;5;5;5;6;6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;10;10;10;10;10;10;10;10;10;10;11;11;9;9;9;10;10;10;10;11;11;13;13;14;14;14;17;17;22;23;23;23;23;23;23;23;23;23;23;25;28;28;30;30;33;35;35;38;41;44;44;46;47;49;49;51;53;56;58;60;61
3;Cartago;303;La Unión;1;1;1;2;2;2;5;5;6;6;6;6;6;7;7;8;9;9;10;10;10;10;10;10;10;11;12;12;15;14;14;14;17;16;16;16;16;16;16;17;17;21;21;21;21;21;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23;24;24;24;24;24;24;25;25;25;25;26;26;26;26;26;26;26;26;27;27;27;27;28;28;28;28;31;31;31;31;32;32;33;36;38;39;42;44;44;47;47;48;48;50;53;62;67;73;82;85;87;91;95;99;105;129;135;138;142;150;172;184;195;205;216;229;238;241;259;282;304;337;360;379;388;396;405;411;419;438;445;453;459;478;505;511;524;541;561;569;603;628;660;679;691;709;728;754;787;810;836;858;874;905;922;953;977;1014;1029;1048;1082;1105;1158;1217;1240;1249;1295;1339;1383;1417;1451;1487;1509;1526;1557;1594;1641;1666;1701;1718
3;Cartago;307;Oreamuno;0;0;0;0;0;0;0;0;0;0;0;2;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;11;11;12;12;12;12;13;13;13;13;13;14;14;15;16;16;16;18;19;19;19;20;20;20;21;31;31;32;35;36;39;42;42;44;52;52;53;57;57;57;57;60;63;65;66;67;69;69;70;71;73;75;79;81;84;86;87;91;102;107;135;137;143;147;150;158;163;182;186;193;209;223;234;242;250;258;264;279;295;310;312;314;322;330;347;351;367;381;391;401;409;423;435;452;459;462
3;Cartago;302;Paraíso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4;4;4;4;4;5;6;6;6;6;6;6;6;6;6;7;8;8;8;8;9;9;10;10;10;10;12;13;13;14;14;14;15;20;21;23;23;24;26;27;33;33;35;35;36;38;39;40;44;45;47;47;49;50;50;54;55;55;58;61;63;64;68;75;76;79;81;83;83;89;94;99;104;105;112;116;118;123;125;132;136;141;146;158;163;166;167;172;183;194;201;213;221;225;228;238;242;249;258;259;264
3;Cartago;305;Turrialba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;5;5;7;5;5;5;6;8;9;10;11;12;12;13;13;13;8;10;13;13;15;20;20;20;21;23;25;26;27;22;23;23;24;25;25;30;33;34;36;39;44;47;49;50;51;53;58;64;69;69;70;72;76;81;83;87;88;90;92;93;97;103;103;102;106;115;125;128;136;141;144;148;158;166;173;179;182;184
4;Heredia;402;Barva;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;3;3;6;6;6;6;6;6;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;11;12;13;13;13;13;13;13;15;15;15;15;15;15;16;17;22;24;27;27;31;33;34;34;34;36;38;38;39;43;45;48;52;55;56;60;61;70;73;78;96;99;105;108;111;116;117;122;122;125;132;133;135;140;141;144;147;152;158;162;173;177;186;189;196;204;206;213;215;221;227;235;247;258;267;272;283;298;315;324;338;339;352;359;374;382;403;416;425;443;455;470;490;508;523;526;537;547;574;578;594;606;621;626
4;Heredia;407;Belén;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;7;7;7;7;10;10;13;13;13;13;14;14;15;14;16;17;17;19;21;21;24;29;29;29;30;31;32;35;41;43;43;43;43;50;50;53;55;56;56;56;60;61;62;63;65;65;66;66;66;71;74;74;76;78;81;81;83;84;85;87;95;98;101;108;109;117;121;127;135;140;149;152;154;155;159;167;168;174;175;177;186;192;194;202;210;214;219;222;230;241;254;264;267;269;279;282;293;299;308;312;317;325;332;339;351;355;366;368
4;Heredia;408;Flores;0;0;0;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;4;5;5;5;5;5;5;6;7;8;10;10;11;11;12;12;15;17;17;19;20;24;24;25;26;29;30;33;36;39;40;41;45;46;49;52;53;57;58;64;66;68;71;73;74;76;77;79;85;86;88;90;92;92;100;101;109;116;127;131;133;136;144;148;157;172;176;177;184;193;200;205;214;216;223;225;235;247;256;263;264;269;277;281;290;295;298;300;304;310;317;325;330;337;355;358
4;Heredia;401;Heredia;1;1;1;1;4;4;4;4;6;7;9;9;9;9;9;9;11;13;15;15;15;16;16;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;19;19;31;31;31;31;31;31;31;31;35;43;43;44;44;44;44;45;45;44;44;44;44;44;44;44;44;45;45;47;48;49;52;56;59;59;59;59;67;72;78;79;81;86;94;94;99;104;108;115;118;122;131;138;144;153;159;165;176;184;205;214;237;242;253;263;280;307;323;347;375;400;422;453;470;487;496;521;531;559;581;611;636;658;706;718;741;754;786;828;838;872;890;937;972;1000;1053;1094;1107;1138;1177;1213;1279;1315;1341;1377;1401;1433;1474;1493;1562;1589;1620;1650;1680;1743;1779;1828;1877;1908;1936;1971;2025;2090;2155;2203;2270;2317;2368;2431;2476;2548;2599;2637;2663;2719;2777;2822;2893;2909;2950;2981
4;Heredia;406;San Isidro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;5;5;5;7;8;10;12;13;15;15;15;17;20;25;27;33;36;39;39;43;44;47;48;51;56;59;59;64;69;71;72;75;77;80;81;87;91;95;97;97;100;104;119;123;127;128;129;137;154;159;169;171;171;171;175;184;185;189;189;191;191;197;206;208;210;220;220;226;238;243;253;265;267;277;282;292;296;308;315;316;322;327;330;346;359;375;380;382
4;Heredia;409;San Pablo;1;1;1;1;3;3;3;4;4;4;4;4;5;5;7;8;9;9;9;10;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;14;15;16;20;20;20;21;21;21;21;21;26;26;26;26;26;26;26;27;27;27;27;27;27;27;29;29;29;28;29;31;32;32;38;38;39;40;46;48;48;51;57;59;61;62;73;79;81;81;84;87;89;90;93;98;99;110;111;115;118;121;123;127;130;134;135;140;150;156;162;164;172;172;178;185;190;197;198;199;201;211;222;230;235;238;249;258;265;274;286;286;293;303;313;321;333;341;350;357;360;370;379;387;398;401;408;413;431;435;437;443;452;456
4;Heredia;405;San Rafael;0;0;0;0;0;0;1;2;2;2;2;2;3;5;5;5;6;6;6;6;6;6;6;7;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;12;12;12;12;12;11;11;11;13;13;14;15;15;15;17;18;22;22;23;24;24;24;26;27;27;28;28;30;32;33;37;39;45;50;53;58;60;63;64;70;77;78;88;103;106;112;116;119;128;131;134;141;149;151;151;157;158;162;168;173;179;189;194;204;214;218;227;245;252;255;268;287;295;311;316;323;330;335;343;357;366;375;381;391;404;423;433;445;452;462;474;490;505;526;533;554;559;572;593;614;634;650;654;666;679;693;714;727;748;764;778
4;Heredia;404;Santa Barbara;0;0;0;1;1;1;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;6;6;6;6;6;6;7;9;9;10;12;14;14;14;15;15;15;16;16;20;22;23;23;23;23;24;26;30;32;39;41;42;46;50;57;57;61;61;62;63;65;69;71;75;76;78;82;86;88;90;91;92;95;96;104;108;117;122;126;131;133;145;152;159;168;171;173;176;177;187;191;198;201;209;215;221;230;242;248;253;260;274;286;294;299;307;310;321;326;338;350;371;374;379;385;401;405;417;427;443;447
4;Heredia;403;Santo Domingo;0;0;0;1;1;1;1;1;1;1;2;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;6;6;6;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;8;8;8;8;8;8;9;9;9;9;10;10;10;10;10;10;10;10;10;11;11;11;11;11;12;12;13;13;13;13;13;14;14;14;14;15;16;16;16;18;19;20;21;22;25;30;33;37;37;39;42;49;50;52;53;56;58;63;69;73;77;95;103;103;113;124;137;145;151;160;161;165;170;172;180;187;194;196;203;206;232;250;251;252;261;272;290;300;312;322;325;330;338;365;376;395;407;409;423;435;456;471;499;502;517;528;544;561;576;602;608;610;625;636;646;671;698;713;719;728;741;755;773;796;810;816
4;Heredia;410;Sarapiquí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;3;4;4;5;5;5;5;4;5;7;7;7;5;6;6;7;7;7;7;7;7;7;7;8;9;9;9;10;10;10;10;10;10;12;12;12;12;12;12;12;12;12;15;15;15;15;15;16;17;18;20;20;23;25;25;27;27;28;29;30;30;32;34;36;38;40;42;42;45;46;48;51;53;53;56;56;58;58;59;62;63;64;65;66;68;69;76;83;85;92;100;102;103;104;110;117;130;135;137;142;149;157;163;179;189;198;219;234;252;271;291;294;301;304
5;Guanacaste;507;Abangares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;4;4;5;6;6;6;10;10;17;17;17;17;18;20;20;20;20;20;20;20;20;20;20;21;21;20;20;20;20;20;20;20;20;20;21;21;21;21;21;21;21;21;21;21;22;22;22;22;25;27;27;26;26;26;26;26;26;26;26;27;27;27;27;27;27;27;27;27;27;27;27;28;28;29;30;32;33;33;33;33;34;34;34;34;34;34;34;34;34;35;36;36;36;36;37;38;39;40;41;42;45;49;52;54;54;55;56;60;62;65;66;66;66;66;68;68;68;68;69;69;72;73;73;79;79;79
5;Guanacaste;504;Bagaces;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;8;10;10;11;11;12;12;12;12;12;13;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;18;18;19;24;25;27;27;27;31;32;32;32;31;31;31;31;32;32;32;32;32;34;33;33;33;35;35;35;35;35;37;37;37;38;38;39;39;40;40;40;42;45;45;45;45;45;47;47;47;47;48;48;48;48;48;48;50;50;52;53;55;57;57;60;61;62;62;65;67;67;70;71;72;75;78;82;83;83;83;83;84;85;88;89;90;91
5;Guanacaste;506;Cañas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;4;7;8;8;8;10;11;13;16;16;17;19;19;20;20;20;20;21;21;21;23;23;24;25;25;27;27;27;27;27;27;27;27;27;27;27;28;29;32;32;32;32;32;31;31;31;31;31;31;32;33;33;36;39;40;43;43;44;46;58;64;74;78;83;83;84;84;86;86;87;87;87;87;85;85;86;86;88;90;91;91;91;97;101;103;104;105;105;105;105;107;107;107;108;108;109;111;113;114;114;114;114;117;118;118;118;121;123;123;124;127;127;128;131;133;134;136;138;139;146;149;152;154;155;158;158;162;165;165;174;176;184;185
5;Guanacaste;505;Carrillo;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;7;11;12;12;10;10;10;11;15;16;18;18;14;14;15;15;21;22;22;23;22;24;22;23;26;25;25;27;27;28;28;30;30;29;29;29;30;30;31;32;32;32;32;32;32;32;33;34;34;33;34;37;39;41;42;46;47;48;48;48;48;47;51;52;53;53;54;58;59;64;69;72;75;75;75;78;79;81;86;93;93;95
